,",Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]"
6495,"6495,1378265337,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.8,0.0,1.0"
6496,"6496,1378265637,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6497,"6497,1378265937,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6498,"6498,1378266237,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6499,"6499,1378266537,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,14.866666666666667,0.0,1.0666666666666669"
6500,"6500,1378266837,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6501,"6501,1378267137,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,178956.8,0.0,0.6666666666666666,0.0,1.0"
6502,"6502,1378267437,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,1.0,0.0,1.0"
6503,"6503,1378267737,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6504,"6504,1378268038,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6505,"6505,1378268338,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,223696.0,0.0,0.6666666666666666,0.0,1.0"
6506,"6506,1378268638,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
6507,"6507,1378268938,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6508,"6508,1378269238,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6509,"6509,1378269538,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6510,"6510,1378269838,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6511,"6511,1378270138,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6512,"6512,1378270438,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6513,"6513,1378270738,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6514,"6514,1378271038,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6515,"6515,1378271338,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6516,"6516,1378271638,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6517,"6517,1378271938,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,178956.8,0.0,0.6666666666666666,0.0,1.0"
6518,"6518,1378272238,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,134217.6,0.0,1.2,0.0,1.0666666666666669"
6519,"6519,1378272538,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6520,"6520,1378272838,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6521,"6521,1378273138,4,11703.99824,76.07598856,0.65,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
6522,"6522,1378273438,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6523,"6523,1378273738,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6524,"6524,1378274038,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6525,"6525,1378274338,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6526,"6526,1378274638,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,1.0,0.0,1.0"
6527,"6527,1378274938,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6528,"6528,1378275238,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6529,"6529,1378275538,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6530,"6530,1378275838,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6531,"6531,1378276138,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0666666666666669"
6532,"6532,1378276438,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6533,"6533,1378276738,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6534,"6534,1378277038,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6535,"6535,1378277338,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6536,"6536,1378277638,4,11703.99824,77.32998837142857,0.6607142857142857,67108864.0,0.0,0.0,1.5,0.0,1.0714285714285714"
6537,"6537,1378277938,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,0.9333333333333332"
6538,"6538,1378278238,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6539,"6539,1378278538,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6540,"6540,1378278838,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6541,"6541,1378279138,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6542,"6542,1378279438,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
6543,"6543,1378279738,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
6544,"6544,1378280038,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,536870.4,0.0,0.6666666666666666,0.0,1.0"
6545,"6545,1378280338,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6546,"6546,1378280638,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6547,"6547,1378280938,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6548,"6548,1378281238,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6549,"6549,1378281538,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6550,"6550,1378281838,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.8,0.0,1.0"
6551,"6551,1378282138,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6552,"6552,1378282438,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.6,0.0,1.0"
6553,"6553,1378282739,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
6554,"6554,1378283039,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
6555,"6555,1378283339,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,0.9333333333333332"
6556,"6556,1378283639,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6557,"6557,1378283939,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6558,"6558,1378284239,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
6559,"6559,1378284539,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6560,"6560,1378284839,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6561,"6561,1378285139,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6,0.0,0.9333333333333332"
6562,"6562,1378285439,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6,0.0,1.0"
6563,"6563,1378285739,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6564,"6564,1378286039,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
6565,"6565,1378286339,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6,0.0,1.0"
6566,"6566,1378286639,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6567,"6567,1378286939,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6568,"6568,1378287239,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
6569,"6569,1378287539,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6570,"6570,1378287839,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6571,"6571,1378288139,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6,0.0,1.0"
6572,"6572,1378288439,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.2,0.0,1.0666666666666669"
6573,"6573,1378288739,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,0.9333333333333332"
6574,"6574,1378289039,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6575,"6575,1378289340,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
6576,"6576,1378289640,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6577,"6577,1378289940,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
6578,"6578,1378290240,4,11703.99824,156.0533098666667,1.3333333333333337,67108864.0,1073740.8,131.33333333333334,21.73333333333333,0.0,1.4"
6579,"6579,1378290540,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,671088.0,0.0,3.6,0.0,1.0"
6580,"6580,1378290840,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,32.666666666666664,3.8666666666666663,0.0,1.0"
6581,"6581,1378291140,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6582,"6582,1378291440,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6583,"6583,1378291740,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6584,"6584,1378292040,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
6585,"6585,1378292340,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6,0.0,0.9333333333333332"
6586,"6586,1378292640,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6587,"6587,1378292940,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
6588,"6588,1378293240,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6589,"6589,1378293540,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6590,"6590,1378293840,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.2,0.0666666666666666,1.0666666666666669"
6591,"6591,1378294140,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
6592,"6592,1378294440,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6593,"6593,1378294740,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
6594,"6594,1378295040,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,1.0,0.0666666666666666,1.0666666666666669"
6595,"6595,1378295340,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6596,"6596,1378295640,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6597,"6597,1378295940,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6598,"6598,1378296240,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6599,"6599,1378296540,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6600,"6600,1378296840,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
6601,"6601,1378297140,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6,0.0,1.0"
6602,"6602,1378297441,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6603,"6603,1378297741,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,0.9333333333333332"
6604,"6604,1378298041,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6,0.0,1.0"
6605,"6605,1378298341,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6606,"6606,1378298641,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6607,"6607,1378298941,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6608,"6608,1378299241,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.8,0.0,1.0"
6609,"6609,1378299541,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6610,"6610,1378299841,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6,0.0,1.0"
6611,"6611,1378300141,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6612,"6612,1378300441,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
6613,"6613,1378300741,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,1.0,0.0,1.0666666666666669"
6614,"6614,1378301041,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
6615,"6615,1378301341,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.8,0.0,1.0"
6616,"6616,1378301641,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6617,"6617,1378301941,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6,0.0,1.0"
6618,"6618,1378302241,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.6,0.0,1.0"
6619,"6619,1378302541,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6620,"6620,1378302841,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6621,"6621,1378303141,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6622,"6622,1378303441,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6623,"6623,1378303741,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6624,"6624,1378304041,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6625,"6625,1378304341,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6,0.0,1.0"
6626,"6626,1378304642,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
6627,"6627,1378304942,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6628,"6628,1378305242,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6629,"6629,1378305542,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6630,"6630,1378305842,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6631,"6631,1378306142,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
6632,"6632,1378306442,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.2666666666666666,0.0,1.0666666666666669"
6633,"6633,1378306742,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6634,"6634,1378307042,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6635,"6635,1378307342,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
6636,"6636,1378307641,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6637,"6637,1378307941,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.2,0.0,1.0"
6638,"6638,1378308241,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.4,0.0,1.0"
6639,"6639,1378308541,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6640,"6640,1378308841,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.6,0.0,1.0"
6641,"6641,1378309141,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4,0.0,1.0"
6642,"6642,1378309441,4,11703.99824,70.22398944000001,0.6,67108864.0,223696.0,0.0,0.4666666666666667,0.0,1.0"
6643,"6643,1378309741,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,223696.0,0.0,0.6,0.0,1.0"
6644,"6644,1378310041,4,11703.99824,64.37199032000001,0.55,67108864.0,313174.4,0.0,0.4,0.0,1.0"
6645,"6645,1378310341,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6646,"6646,1378310641,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6647,"6647,1378310941,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6648,"6648,1378311241,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0"
6649,"6649,1378311542,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6650,"6650,1378311842,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
6651,"6651,1378312142,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,8.533333333333333,3.333333333333333,0.0,1.0666666666666669"
6652,"6652,1378312442,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
6653,"6653,1378312742,4,11703.99824,87.7799868,0.75,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6654,"6654,1378313042,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6655,"6655,1378313342,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6656,"6656,1378313642,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,14.133333333333333,0.0,1.0"
6657,"6657,1378313942,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4,0.0,1.0"
6658,"6658,1378314242,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6659,"6659,1378314542,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6660,"6660,1378314842,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.4,0.0,1.0"
6661,"6661,1378315142,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6662,"6662,1378315442,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6663,"6663,1378315742,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
6664,"6664,1378316042,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4,0.0,0.9333333333333332"
6665,"6665,1378316342,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6666,"6666,1378316642,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6667,"6667,1378316942,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,1.0"
6668,"6668,1378317242,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0666666666666669"
6669,"6669,1378317542,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.8,0.0,1.0"
6670,"6670,1378317842,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
6671,"6671,1378318142,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6672,"6672,1378318442,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6673,"6673,1378318742,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
6674,"6674,1378319042,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6,0.0,0.9333333333333332"
6675,"6675,1378319342,4,11703.99824,81.92798768,0.7,67108864.0,134217.6,0.0,0.9333333333333332,0.0666666666666666,1.0666666666666669"
6676,"6676,1378319642,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,178956.8,0.0,0.5333333333333333,0.0,1.0"
6677,"6677,1378319942,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0,0.4,0.0,1.0"
6678,"6678,1378320243,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
6679,"6679,1378320543,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
6680,"6680,1378320843,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4,0.0,1.0"
6681,"6681,1378321143,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.4,0.0,1.0"
